actor_id,display_name,country,target_country,actor_class,party_current,party_origin,state_affiliation,priority,manual_include,selection_basis,network_tags,role_note,languages,collection_scope,public_export_policy,activity_validation,evidence_url,verified_at,notes
de_julia_kloeckner,Julia Klöckner,DE,,political_actor,CDU,,,high,True,control_group|reach_or_activity_review,german_political|control_and_comparison|bundestag_president|high_reach,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://search.gesis.org/research_data/ZA9076,2026-07-18,
de_karl_lauterbach,Karl Lauterbach,DE,,political_actor,SPD,,,high,True,control_group|reach_or_activity_review,german_political|control_and_comparison|high_reach|health_policy,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://search.gesis.org/research_data/ZA9076,2026-07-18,
de_katharina_droege,Katharina Dröge,DE,,political_actor,Greens,,,high,True,control_group|reach_or_activity_review,german_political|control_and_comparison|parliamentary_leadership,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://search.gesis.org/research_data/ZA9076,2026-07-18,
de_kay_gottschalk,Kay Gottschalk,DE,,political_actor,AfD,,,high,True,manual_core_actor|reach_or_activity_review,german_political|afd_and_adjacent|federal_politics|finance,Bundestagsabgeordneter.,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://www.bundestag.de/abgeordnete/biografien/G/gottschalk_kay-1044736,2026-07-18,
de_klaus_ernst,Klaus Ernst,DE,,political_actor,BSW,,,high,True,manual_core_actor|reach_or_activity_review,german_political|bsw_and_legacy|energy|russia_policy,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://bsw-vg.de/partei/parteivorstand/,2026-07-18,
de_konstantin_kuhle,Konstantin Kuhle,DE,,political_actor,FDP,,,normal,True,control_group|reach_or_activity_review,german_political|control_and_comparison|security_policy,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://search.gesis.org/research_data/ZA9076,2026-07-18,
de_lars_klingbeil,Lars Klingbeil,DE,,political_actor,SPD,,,critical,True,control_group|reach_or_activity_review,german_political|control_and_comparison|federal_minister|party_leadership,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://www.bundesregierung.de/breg-de/bundesregierung/bundeskabinett,2026-07-18,
de_luigi_pantisano,Luigi Pantisano,DE,,political_actor,Die Linke,,,high,True,manual_core_actor|reach_or_activity_review,german_political|die_linke|party_leadership,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://www.die-linke.de/partei/parteidemokratie/parteivorstand/,2026-07-18,
de_marie_agnes_strack_zimmermann,Marie-Agnes Strack-Zimmermann,DE,,political_actor,FDP,,,high,True,control_group|reach_or_activity_review,german_political|control_and_comparison|eu_parliament|security_policy,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://search.gesis.org/research_data/ZA9076,2026-07-18,
de_markus_frohnmaier,Markus Frohnmaier,DE,,political_actor,AfD,,,high,True,manual_core_actor|reach_or_activity_review,german_political|afd_and_adjacent|foreign_policy|federal_politics,Bundestagsabgeordneter.,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://www.bundestag.de/abgeordnete/biografien/F/frohnmaier_markus-1044498,2026-07-18,
de_markus_soeder,Markus Söder,DE,,political_actor,CSU,,,critical,True,control_group|reach_or_activity_review,german_political|control_and_comparison|state_premier|high_reach,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://search.gesis.org/research_data/ZA9076,2026-07-18,
de_martin_schirdewan,Martin Schirdewan,DE,,political_actor,Die Linke,,,normal,True,manual_core_actor|reach_or_activity_review,german_political|die_linke|eu_parliament,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://www.die-linke.de/partei/parteidemokratie/parteivorstand/,2026-07-18,
de_martin_sichert,Martin Sichert,DE,,political_actor,AfD,,,high,True,manual_core_actor|reach_or_activity_review,german_political|afd_and_adjacent|federal_politics|health_narratives,Bundestagsabgeordneter.,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://www.bundestag.de/abgeordnete/biografien/S/sichert_martin-1047276,2026-07-18,
de_matthias_helferich,Matthias Helferich,DE,,political_actor,AfD,,,high,True,manual_core_actor|reach_or_activity_review,german_political|afd_and_adjacent|federal_politics|high_activity,Bundestagsabgeordneter.,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://www.bundestag.de/abgeordnete/biografien/H/helferich_matthias-1045070,2026-07-18,
de_maximilian_krah,Maximilian Krah,DE,,political_actor,AfD,,,critical,True,manual_core_actor|reach_or_activity_review,german_political|afd_and_adjacent|high_reach|tiktok_priority|foreign_policy,Bundestagsabgeordneter; hohe Social-Media-Relevanz.,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://www.bundestag.de/abgeordnete/biografien/K/krah_maximilian-1048818,2026-07-18,
de_michael_lueders,Michael Lüders,DE,,political_actor,BSW,,,high,True,manual_core_actor|reach_or_activity_review,german_political|bsw_and_legacy|foreign_policy|middle_east,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://bsw-vg.de/partei/parteivorstand/,2026-07-18,
de_norbert_roettgen,Norbert Röttgen,DE,,political_actor,CDU,,,high,True,control_group|reach_or_activity_review,german_political|control_and_comparison|foreign_policy,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://search.gesis.org/research_data/ZA9076,2026-07-18,
de_oliver_ruhnert,Oliver Ruhnert,DE,,political_actor,BSW,,,normal,True,manual_core_actor|reach_or_activity_review,german_political|bsw_and_legacy|party_leadership,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://bsw-vg.de/partei/parteivorstand/,2026-07-18,
de_omid_nouripour,Omid Nouripour,DE,,political_actor,Greens,,,high,True,control_group|reach_or_activity_review,german_political|control_and_comparison|foreign_policy,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://search.gesis.org/research_data/ZA9076,2026-07-18,
de_petr_bystron,Petr Bystron,DE,,political_actor,AfD,,,high,True,manual_core_actor|reach_or_activity_review,german_political|afd_and_adjacent|eu_parliament|foreign_policy,Mitglied des Europäischen Parlaments; ehemaliger Bundestagsabgeordneter.,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://www.europarl.europa.eu/meps/en/256937/PETR_BYSTRON/home,2026-07-18,
de_ralf_stegner,Ralf Stegner,DE,,political_actor,SPD,,,high,True,control_group|reach_or_activity_review,german_political|control_and_comparison|russia_policy|foreign_policy,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://search.gesis.org/research_data/ZA9076,2026-07-18,
de_ralph_suikat,Ralph Suikat,DE,,political_actor,BSW,,,normal,True,manual_core_actor|reach_or_activity_review,german_political|bsw_and_legacy|party_leadership,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://bsw-vg.de/partei/parteivorstand/,2026-07-18,
de_rene_springer,René Springer,DE,,political_actor,AfD,,,high,True,manual_core_actor|reach_or_activity_review,german_political|afd_and_adjacent|state_party_leadership|federal_politics,AfD-Landesvorsitzender Brandenburg und Bundestagsabgeordneter.,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://www.bundestag.de/abgeordnete/biografien/S/springer_rene-1047382,2026-07-18,
de_ricarda_lang,Ricarda Lang,DE,,political_actor,Greens,,,high,True,control_group|reach_or_activity_review,german_political|control_and_comparison|high_reach,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://search.gesis.org/research_data/ZA9076,2026-07-18,
de_roderich_kiesewetter,Roderich Kiesewetter,DE,,political_actor,CDU,,,high,True,control_group|reach_or_activity_review,german_political|control_and_comparison|security_policy|russia_policy,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://search.gesis.org/research_data/ZA9076,2026-07-18,
de_sahra_wagenknecht,Sahra Wagenknecht,DE,,political_actor,BSW,,,critical,True,manual_core_actor|reach_or_activity_review,german_political|bsw_and_legacy|founder|high_reach,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://bsw-vg.de/partei/parteivorstand/,2026-07-18,
de_sawsan_chebli,Sawsan Chebli,DE,,political_actor,SPD,,,normal,True,control_group|reach_or_activity_review,german_political|control_and_comparison|high_reach|frequent_target,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://search.gesis.org/research_data/ZA9076,2026-07-18,
de_sebastian_muenzenmaier,Sebastian Münzenmaier,DE,,political_actor,AfD,,,high,True,manual_core_actor|reach_or_activity_review,german_political|afd_and_adjacent|federal_politics|media_strategy,Bundestagsabgeordneter.,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://www.bundestag.de/abgeordnete/biografien/M/muenzenmaier_sebastian-1046338,2026-07-18,
de_shervin_haghsheno,Shervin Haghsheno,DE,,political_actor,BSW,,,normal,True,manual_core_actor|reach_or_activity_review,german_political|bsw_and_legacy|party_leadership,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://bsw-vg.de/partei/parteivorstand/,2026-07-18,
de_stephan_brandner,Stephan Brandner,DE,,political_actor,AfD,,,high,True,manual_core_actor|reach_or_activity_review,german_political|afd_and_adjacent|party_leadership|federal_politics,AfD-Bundestagsabgeordneter.,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://www.bundestag.de/abgeordnete/biografien/B/brandner_stephan-1043762,2026-07-18,
de_soeren_pellmann,Sören Pellmann,DE,,political_actor,Die Linke,,,high,True,manual_core_actor|reach_or_activity_review,german_political|die_linke|federal_politics,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://www.die-linke.de/partei/parteidemokratie/parteivorstand/,2026-07-18,
de_tino_chrupalla,Tino Chrupalla,DE,,political_actor,AfD,,,critical,True,manual_core_actor|reach_or_activity_review,german_political|afd_and_adjacent|party_leadership|high_reach,Bundessprecher und Bundestagsfraktionsvorsitzender.,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://www.bundestag.de/abgeordnete/biografien/C/chrupalla_tino-1043948,2026-07-18,
de_ulrich_siegmund,Ulrich Siegmund,DE,,political_actor,AfD,,,critical,True,manual_core_actor|reach_or_activity_review,german_political|afd_and_adjacent|state_parliament|tiktok_priority|high_reach,AfD-Fraktionsvorsitzender in Sachsen-Anhalt; reichweitenstarker TikTok-Akteur.,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://ulrich-siegmund.de/,2026-07-18,
de_wolfgang_kubicki,Wolfgang Kubicki,DE,,political_actor,FDP,,,high,True,control_group|reach_or_activity_review,german_political|control_and_comparison|party_leadership|high_reach,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://search.gesis.org/research_data/ZA9076,2026-07-18,
de_oezlem_demirel,Özlem Alev Demirel,DE,,political_actor,Die Linke,,,high,True,manual_core_actor|reach_or_activity_review,german_political|die_linke|eu_parliament|security_policy,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://www.die-linke.de/partei/parteidemokratie/parteivorstand/,2026-07-18,
de_rezo,Rezo,DE,,political_media_influencer,,,,normal,True,manual_core_source,german_information_space|control_and_comparison|high_reach,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://www.youtube.com/@rezo,2026-07-18,
de_tilo_jung,Tilo Jung / Jung & Naiv,DE,,political_media_influencer,,,,normal,True,manual_core_source,german_information_space|control_and_comparison,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://www.jungundnaiv.de/,2026-07-18,
de_freie_sachsen,Freie Sachsen,DE,,political_movement_channel,,,,critical,True,manual_core_source,german_information_space|telegram_priority|regional_mobilisation,,de,public_only,metadata_analysis_and_short_excerpts,bootstrap_required,https://freie-sachsen.info/,2026-07-18,
de_afd_brandenburg,AfD Brandenburg,DE,,state_party_channel,AfD,,,high,True,manual_core_actor,german_political|afd|state_party,,de,public_only,metadata_analysis_and_short_excerpts,not_required_official_channel,https://afd-brandenburg.de/,2026-07-18,
de_afd_mecklenburg_vorpommern,AfD Mecklenburg-Vorpommern,DE,,state_party_channel,AfD,,,high,True,manual_core_actor,german_political|afd|state_party|maritime_region,,de,public_only,metadata_analysis_and_short_excerpts,not_required_official_channel,https://afd-mv.de/,2026-07-18,
de_afd_sachsen,AfD Sachsen,DE,,state_party_channel,AfD,,,high,True,manual_core_actor,german_political|afd|state_party,,de,public_only,metadata_analysis_and_short_excerpts,not_required_official_channel,https://afdsachsen.de/,2026-07-18,
de_afd_sachsen_anhalt,AfD Sachsen-Anhalt,DE,,state_party_channel,AfD,,,high,True,manual_core_actor,german_political|afd|state_party,,de,public_only,metadata_analysis_and_short_excerpts,not_required_official_channel,https://afd-lsa.de/,2026-07-18,
de_afd_thueringen,AfD Thüringen,DE,,state_party_channel,AfD,,,high,True,manual_core_actor,german_political|afd|state_party,,de,public_only,metadata_analysis_and_short_excerpts,not_required_official_channel,https://afd-thueringen.de/,2026-07-18,
de_bsw_brandenburg,BSW Brandenburg,DE,,state_party_channel,BSW,,,high,True,manual_core_actor,german_political|bsw|state_party,,de,public_only,metadata_analysis_and_short_excerpts,not_required_official_channel,https://bb.bsw-vg.de/,2026-07-18,
de_bsw_mecklenburg_vorpommern,BSW Mecklenburg-Vorpommern,DE,,state_party_channel,BSW,,,high,True,manual_core_actor,german_political|bsw|state_party|maritime_region,,de,public_only,metadata_analysis_and_short_excerpts,not_required_official_channel,https://mv.bsw-vg.de/,2026-07-18,
de_bsw_sachsen_anhalt,BSW Sachsen-Anhalt,DE,,state_party_channel,BSW,,,high,True,manual_core_actor,german_political|bsw|state_party,,de,public_only,metadata_analysis_and_short_excerpts,not_required_official_channel,https://st.bsw-vg.de/,2026-07-18,
de_bsw_thueringen,BSW Thüringen,DE,,state_party_channel,BSW,,,high,True,manual_core_actor,german_political|bsw|state_party,,de,public_only,metadata_analysis_and_short_excerpts,not_required_official_channel,https://th.bsw-vg.de/,2026-07-18,
ref_eu_disinfolab,EU DisinfoLab,EU,,factcheck_reference,,,,high,True,manual_core_actor,reference_source,,de|en,public_only,metadata_analysis_and_short_excerpts,not_required_official_channel,https://www.disinfo.eu/,2026-07-18,
ref_euvsdisinfo,EUvsDisinfo,EU,,factcheck_reference,,,,high,True,manual_core_actor,reference_source,,de|en,public_only,metadata_analysis_and_short_excerpts,not_required_official_channel,https://euvsdisinfo.eu/,2026-07-18,
ref_dfrlab,DFRLab,INT,,factcheck_reference,,,,high,True,manual_core_actor,reference_source,,de|en,public_only,metadata_analysis_and_short_excerpts,not_required_official_channel,https://dfrlab.org/,2026-07-18,
ref_eeas_fimi,EEAS FIMI,INT,,factcheck_reference,,,,high,True,manual_core_actor,reference_source,,de|en,public_only,metadata_analysis_and_short_excerpts,not_required_official_channel,https://www.eeas.europa.eu/eeas/foreign-information-manipulation-interference-fimi_en,2026-07-18,
ref_nato_stratcom,NATO StratCom COE,INT,,factcheck_reference,,,,high,True,manual_core_actor,reference_source,,de|en,public_only,metadata_analysis_and_short_excerpts,not_required_official_channel,https://stratcomcoe.org/,2026-07-18,
ir_sepah_news,Sepah News / IRGC media family,IR,,military_state_media,,,Islamic Republic of Iran,critical,True,manual_core_actor,iran_and_regional_information_space|irgc,,fa|en|ar|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://sepahnews.ir/,2026-07-18,
ir_embassy_germany,Embassy of Iran in Germany,IR,DE,official_state_source,,,Islamic Republic of Iran,high,True,manual_core_actor,iran_and_regional_information_space|german_target,,fa|en|ar|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://germany.mfa.gov.ir/en,2026-07-18,
ir_mfa,Iranian Ministry of Foreign Affairs,IR,,official_state_source,,,Islamic Republic of Iran,critical,True,manual_core_actor,iran_and_regional_information_space|diplomatic_messaging,,fa|en|ar|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://en.mfa.ir/,2026-07-18,
ir_fars,Fars News Agency,IR,,state_aligned_media,,,Islamic Republic of Iran,high,True,manual_core_actor,iran_and_regional_information_space|security_narratives,,fa|en|ar|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://www.farsnews.ir/en,2026-07-18,
ir_tasnim,Tasnim News,IR,,state_aligned_media,,,Islamic Republic of Iran,high,True,manual_core_actor,iran_and_regional_information_space|security_narratives,,fa|en|ar|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://www.tasnimnews.com/en,2026-07-18,
ir_tehran_times,Tehran Times,IR,,state_aligned_media,,,Islamic Republic of Iran,normal,True,manual_core_actor,iran_and_regional_information_space|international,,fa|en|ar|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://www.tehrantimes.com/,2026-07-18,
ir_alalam,Al-Alam,IR,,state_media,,,Islamic Republic of Iran,high,True,manual_core_actor,iran_and_regional_information_space|arabic_broadcast,,fa|en|ar|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://www.alalam.ir/,2026-07-18,
ir_irna,IRNA,IR,,state_media,,,Islamic Republic of Iran,critical,True,manual_core_actor,iran_and_regional_information_space|official_news_agency,,fa|en|ar|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://en.irna.ir/,2026-07-18,
ir_mehr,Mehr News Agency,IR,,state_media,,,Islamic Republic of Iran,normal,True,manual_core_actor,iran_and_regional_information_space|international,,fa|en|ar|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://en.mehrnews.com/,2026-07-18,
ir_press_tv,Press TV,IR,,state_media,,,Islamic Republic of Iran,critical,True,manual_core_actor,iran_and_regional_information_space|international_broadcast,,fa|en|ar|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://www.presstv.ir/,2026-07-18,
kp_kcna,KCNA,KP,,state_media,,,KP,low,True,manual_core_actor,other_state_communication|north_korea,,en|de|tr|ar|ko,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,http://www.kcna.kp/en,2026-07-18,
ru_copycop,CopyCop network,RU,,known_fimi_infrastructure,,,Russian Federation,high,True,manual_core_actor,russian_information_space|ai_content_farms,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://www.recordedfuture.com/research/copycop-network-expands-ai-generated-content-farms,2026-07-18,
ru_doppelgaenger,Doppelgänger operation,RU,,known_fimi_infrastructure,,,Russian Federation,critical,True,manual_core_actor,russian_information_space|domain_impersonation|social_amplification,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://euvsdisinfo.eu/key-narratives-in-pro-kremlin-disinformation-campaign-doppelganger/,2026-07-18,
ru_foundation_battle_injustice,Foundation to Battle Injustice,RU,,known_fimi_infrastructure,,,Russian Federation,critical,True,manual_core_actor,russian_information_space|storm_1516,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://fondfbr.ru/,2026-07-18,
ru_matryoshka,Matryoshka operation,RU,,known_fimi_infrastructure,,,Russian Federation,critical,True,manual_core_actor,russian_information_space|social_amplification,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://www.disinfo.eu/doppelganger-and-matryoshka-two-sides-of-the-same-coin/,2026-07-18,
ru_newsfront,NewsFront,RU,,known_fimi_infrastructure,,,Russian Federation,critical,True,manual_core_actor,russian_information_space|pseudo_media|multilingual,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://news-front.su/,2026-07-18,
ru_portal_kombat,Portal Kombat / Pravda network,RU,,known_fimi_infrastructure,,,Russian Federation,critical,True,manual_core_actor,russian_information_space|domain_network|multilingual,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://www.sgdsn.gouv.fr/publications/portal-kombat-network-russian-propaganda-portals,2026-07-18,
ru_southfront,SouthFront,RU,,known_fimi_infrastructure,,,Russian Federation,critical,True,manual_core_actor,russian_information_space|pseudo_media,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://southfront.press/,2026-07-18,
ru_storm_1516,Storm-1516 operation,RU,,known_fimi_infrastructure,,,Russian Federation,critical,True,manual_core_actor,russian_information_space|ai_content|pseudo_media,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://www.microsoft.com/en-us/security/security-insider/intelligence-reports/russian-influence-operations-converge-on-2024-us-election,2026-07-18,
ru_strategic_culture,Strategic Culture Foundation,RU,,known_fimi_infrastructure,,,Russian Federation,critical,True,manual_core_actor,russian_information_space|pseudo_media,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://strategic-culture.su/,2026-07-18,
ru_war_on_fakes,War on Fakes,RU,,known_fimi_infrastructure,,,Russian Federation,critical,True,manual_core_actor,russian_information_space|factcheck_mimicry,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://t.me/warfakes,2026-07-18,
ru_portnews,PortNews,RU,,maritime_media,,,Russian Federation,high,True,manual_core_actor,russian_information_space|shipping|ports,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://en.portnews.ru/,2026-07-18,
ru_rosatomflot,Atomflot,RU,,maritime_state_corporate_source,,,Russian Federation,high,True,manual_core_actor,russian_information_space|arctic|icebreakers,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://www.rosatomflot.ru/,2026-07-18,
ru_sovcomflot,Sovcomflot,RU,,maritime_state_corporate_source,,,Russian Federation,high,True,manual_core_actor,russian_information_space|shipping|sanctions,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://www.scf-group.com/,2026-07-18,
ru_rosmorrechflot,Federal Agency for Maritime and River Transport,RU,,maritime_state_source,,,Russian Federation,high,True,manual_core_actor,russian_information_space|maritime,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://morflot.gov.ru/,2026-07-18,
ru_colonelcassad,Colonelcassad,RU,,milblogger,,,Russian Federation,high,True,manual_core_actor,russian_information_space|telegram_priority,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://t.me/boris_rozhin,2026-07-18,
ru_rybar,Rybar,RU,,milblogger,,,Russian Federation,critical,True,manual_core_actor,russian_information_space|telegram_priority|military,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://t.me/rybar,2026-07-18,
ru_two_majors,Two Majors,RU,,milblogger,,,Russian Federation,high,True,manual_core_actor,russian_information_space|telegram_priority,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://t.me/dva_majors,2026-07-18,
ru_wargonzo,WarGonzo,RU,,milblogger,,,Russian Federation,high,True,manual_core_actor,russian_information_space|telegram_priority,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://t.me/wargonzo,2026-07-18,
ru_baltic_fleet,Baltic Fleet source family,RU,,military_source_family,,,Russian Federation,critical,True,manual_core_actor,russian_information_space|baltic|maritime,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://eng.mil.ru/en/structure/forces/navy/associations/structure/forces/type/navy/baltic.htm,2026-07-18,
ru_northern_fleet,Northern Fleet source family,RU,,military_source_family,,,Russian Federation,high,True,manual_core_actor,russian_information_space|arctic|maritime,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://eng.mil.ru/en/structure/forces/navy/associations/structure/forces/type/navy/north.htm,2026-07-18,
ru_zvezda,Zvezda,RU,,military_state_media,,,Russian Federation,high,True,manual_core_actor,russian_information_space|military_media,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://tvzvezda.ru/,2026-07-18,
ru_kremlin,Kremlin / President of Russia,RU,,official_state_source,,,Russian Federation,critical,True,manual_core_actor,russian_information_space|official_origin,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://en.kremlin.ru/,2026-07-18,
ru_mod,Ministry of Defence of Russia,RU,,official_state_source,,,Russian Federation,critical,True,manual_core_actor,russian_information_space|military_origin,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://eng.mil.ru/,2026-07-18,
ru_mfa,Ministry of Foreign Affairs of Russia,RU,,official_state_source,,,Russian Federation,critical,True,manual_core_actor,russian_information_space|official_origin|diplomatic_messaging,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://mid.ru/en/,2026-07-18,
ru_embassy_germany,Russian Embassy in Germany,RU,DE,official_state_source,,,Russian Federation,critical,True,manual_core_actor,russian_information_space|german_language|diplomatic_messaging,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://germany.mid.ru/de_DE/,2026-07-18,
ru_kaliningrad_government,Kaliningrad regional government,RU,,regional_state_source,,,Russian Federation,high,True,manual_core_actor,russian_information_space|kaliningrad|baltic,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://gov39.ru/,2026-07-18,
ru_readovka,Readovka,RU,,state_aligned_media,,,Russian Federation,high,True,manual_core_actor,russian_information_space|telegram_priority,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://t.me/readovkanews,2026-07-18,
ru_soloviev_live,Solovyov Live,RU,,state_aligned_media,,,Russian Federation,critical,True,manual_core_actor,russian_information_space|high_reach|telegram_priority,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://soloviev.live/,2026-07-18,
ru_tsargrad,Tsargrad,RU,,state_aligned_media,,,Russian Federation,high,True,manual_core_actor,russian_information_space|ideological_media,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://tsargrad.tv/,2026-07-18,
ru_ria,RIA Novosti,RU,,state_media,,,Russian Federation,high,True,manual_core_actor,russian_information_space|official_news_agency,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://ria.ru/,2026-07-18,
ru_rt_global,RT,RU,,state_media,,,Russian Federation,critical,True,manual_core_actor,russian_information_space|state_media|international,,ru|en|de,public_only,metadata_analysis_only,not_required_official_or_source_family,https://www.rt.com/,2026-07-18,
ru_rossiya1,Rossiya 1,RU,,state_media,,,Russian Federation,high,True,manual_core_actor,russian_information_space|television,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://smotrim.ru/channel/1,2026-07-18,
ru_sputnik,Sputnik International,RU,,state_media,,,Russian Federation,critical,True,manual_core_actor,russian_information_space|state_media|international,,ru|en|de,public_only,metadata_analysis_only,not_required_official_or_source_family,https://sputnikglobe.com/,2026-07-18,
ru_tass,TASS,RU,,state_media,,,Russian Federation,high,True,manual_core_actor,russian_information_space|official_news_agency,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://tass.com/,2026-07-18,
ru_rossiya_segodnya,Rossiya Segodnya,RU,,state_media_parent,,,Russian Federation,high,True,manual_core_actor,russian_information_space|state_media_parent,,ru|en|de,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://россиясегодня.рф/,2026-07-18,
ru_rt_de,RT DE source family,RU,DE,state_media_source_family,,,Russian Federation,critical,True,manual_core_actor,russian_information_space|german_language|mirror_discovery,,ru|en|de,public_only,metadata_analysis_only,not_required_official_or_source_family,https://de.rt.com/,2026-07-18,
ru_sputnik_de,Sputnik German source family,RU,DE,state_media_source_family,,,Russian Federation,critical,True,manual_core_actor,russian_information_space|german_language|mirror_discovery,,ru|en|de,public_only,metadata_analysis_only,not_required_official_or_source_family,https://sputniknews.de/,2026-07-18,
sy_sana,SANA,SY,,state_media,,,SY,low,True,manual_core_actor,other_state_communication|syria,,en|de|tr|ar|ko,public_only,metadata_analysis_and_short_excerpts,not_required_official_or_source_family,https://sana.sy/en/,2026-07-18,
